,text_a,text_b,labels
262,(BSc 6901) Is there any quota for a second Major or Minor in other Faculties?,"(AAO) First, reflect on your interests, strengths and goals and see what major / minor options are available in the University, then try to find out more about each particular subject of interest before you make your choices. For details, please watch the video talks “Major & Minor Selection: What to Consider?” and “Major Minor Declaration and Planning Tools Demonstration” , and check out the relevant planning tools, all at https://aao.hku.hk/how-to-select-mm/.",0
263,(BSc 6901) Can I take advanced level courses in Year 1?,"(BSc 6901) For 6901 BSc Programme, the best results in years 2021 and 2022 will be considered, with no penalty.",0
264,(BSc 6901) Can I take advanced level courses in Year 1?,(HKDSE (Non-local)) You may wish to go through the Important Dates when applying to the University. Applications submitted after the first round application deadline will be considered on a rolling basis subject to programme availability.,0
265,"(BSc 6901) If I do the Major-Minor instead of a single Major, will I be less employable by a specialty field? Will the chance of furthering my study in a specialised subject be degraded?","(AAO) Please refer to the University Regulations for details of different major/ minor requirements. As for SIS, it is currently designed to allow students to declare a maximum of 2 majors and 2 minors online and checking of overloading is also in place during course selection period. You are advised to observe the University regulations for not exceeding the maximum curriculum study load. You may also seek advice from your home Faculties and seek assistance from them for individual concerns.",0
266,"(BSc 6901) If I do the Major-Minor instead of a single Major, will I be less employable by a specialty field? Will the chance of furthering my study in a specialised subject be degraded?","(BSc 6901) Enrolment in our flagship Summer Research Fellowship (SRF) Scheme to conduct research under the supervision of our professors in the first summer; A further SRF or Overseas Research Fellowship (ORF) in a foreign institution in subsequent years; International exchange study, visiting or summer study at world class universities overseas; Attendance in international scientific conference on frontier research Guidance from a research mentor individually from the start of the undergraduate study; Enrolment in our Frontiers of Science Honours Seminar to learn how our award-winning professors solve their research problems; An entrance scholarship ranging from HKD 20,000 to HKD 70,000; Stipends for all the aforesaid research activities",0
267,(BSc 6901) How do companies know how specialised I am in a subject?,"(HKDSE) We welcome eligible NCS applicants (both school and non-school) to submit Alternative Qualifications in Chinese Language (ACL), i.e. GCSE / GCE etc. for consideration in lieu of the general Chinese language requirement. If NCS applicants submit more than one ACL and / or have HKDSE Chinese Language result during selection, the best result will be considered. Further information on submissions and verification of ACL is available at the JUPAS website.",0
268,(BSc 6901) How do companies know how specialised I am in a subject?,"(AAO) Please refer to the University Regulations for details of different major/ minor requirements. As for SIS, it is currently designed to allow students to declare a maximum of 2 majors and 2 minors online and checking of overloading is also in place during course selection period. You are advised to observe the University regulations for not exceeding the maximum curriculum study load. You may also seek advice from your home Faculties and seek assistance from them for individual concerns.",0
269,(BSc 6901) How do I get advice from the Faculty on course selection?,(AAO) The steps are similar to those for declaring major/ minor. Please refer to “Student’s Quick Reference Guide on Major / Minor Declaration” in the SIS website for Students.,0
270,(BSc 6901) How do I get advice from the Faculty on course selection?,(AAO) Only Putonghua-speaking students and students who have not studied Chinese language during their secondary education or who have not attained the requisite level of competence in the Chinese language may be exempted from the Chinese requirement. They might be asked to take credit bearing Cantonese or Putonghua language courses offered by the School of Chinese especially for international and exchange students; or to take an elective course in lieu. Please check with Faculty Office or School of Chinese for further details.,0
271,(BSc 6901) Are there undergraduate research opportunities?,"(AAO) You could email your FAA first to make an appointment with him/her. His/her contacts are at https://ugaa.hku.hk/viewugadvisers.php (Portal login required). Sometimes, FAAs reserve “consultation hours” for advisees, please check with them. If your FAA is too busy to get back to you, please try emailing him/her for a few times more and approach your Faculty Office/Department for help if needed.",0
272,(BSc 6901) Are there undergraduate research opportunities?,"(AAO) Students can re-enroll on the same class if it is still open (class will be closed if it is already full). If students cannot re-enroll on the same class when the class is still open, they can try login with another browser and enroll again.",0
273,(BSc 6901) How do you facilitate students in the 4-year curriculum to take courses across the faculties?,"(BSc 6901) You have only one degree — the BSc, as you are accepted to the Bachelor of Science degree when you are admitted.  The degree always goes with the first Major. But your Majors will be recorded on your transcript.",0
274,(BSc 6901) How do you facilitate students in the 4-year curriculum to take courses across the faculties?,"(AAO) Half of the credits of full-year courses are counted towards the study load for each semester, that is, 6 credits in the first semester and 6 credits in the second semester for a 12-credit full-year course. Under normal circumstances, the final grades of full-year courses will only be counted in the GPA for the second semester after you have completed the full-year courses.",0
275,(BSc 6901) What are the University entrance requirements and your Faculty entrance requirements?,"(AAO) Theoretically yes. However, for some programmes, such as BSocSc, students are not allowed to take introductory courses in their final year. Please check with your home Faculty if in doubt.",0
276,(BSc 6901) What are the University entrance requirements and your Faculty entrance requirements?,"(AAO) If you achieved level 5 or above in HKDSE English, or if you are a non-JUPAS student and have the equivalent qualification, you can choose whether or not to take CAES1000. If you wish to take it, just enroll for it in SIS, no prior application is needed; if you do not wish to take it, a free elective course in lieu is needed. SIS Office will, by around August 30, automatically assign a CAES1000 class to those who need to take it but have not enrolled for it yet and those who have attempted to enroll for it but have not been successful yet.",0
277,(BSc 6901) Do I need to put the Programme in Band A choice?,"(BASc) While other BASc programmes require students to take a series of fixed courses, our BASc programme is more flexible and open-ended. This BASc programme gives you the flexibility to choose what to study across the Arts, Science and Social Sciences faculties to fulfil the core Major in Interdisciplinary Studies. This means you have the freedom to create your own degree based on your passions and ambitions. You will also have 96 credits to use on free electives or to declare another major or minor.",0
278,(BSc 6901) Do I need to put the Programme in Band A choice?,(AAO) Please contact your Faculty on this for their credit conversion policies on exchange studies.,0
279,(BSc 6901) How many places are available?,"(AAO) Please note that almost all courses are very strict on the fulfillment of relevant prerequisite requirements, if any. Please check with the Faculty/course-offering department concerned if you need help on this. Wavier is almost impossible unless you have a very strong justification for that.",0
280,(BSc 6901) How many places are available?,(AAO) Late add is usually not recommended after the add/drop period unless you have a very strong reason for that. Please seek approval from your Faculty on this if needed.,0
281,(BSc 6901) Do you interview students for admissions?,(BSc 6901) Candidates who hold a recognised full-time Associate Degree (AD) or Higher Diploma (HD) in community colleges in Hong Kong (at least two years in duration) in a relevant discipline are eligible to apply for direct entry to the third year of the 4-year BSc degree programme.  Students in their second year of study of AD or HD programmes can also apply.  You may also visit the direct admissions scheme website for more information.,0
282,(BSc 6901) Do you interview students for admissions?,"(BSc 6901) Yes, in addition to the primary science Major for the BSc degree, you may take a second Major or a Minor in both Science and non-Science (arts, business, social sciences, engineering, etc) disciplines.  About 1/4 of BSc students take one Major and one Minor, and another 1/4 take two Majors.",0
283,(BSc 6901) What are the selection criteria for admssions?,"(AAO) If you have any study problems, you can always seek help from your Faculty Academic Advisers or from us, the advisers at the Academic Advising Office. You can make an appointment with us here.",0
284,(BSc 6901) What are the selection criteria for admssions?,(BSc 6901) Biochemistry; Biological Sciences (Intensive); Chemistry / Chemistry (Intensive); Decision Analytics; Earth System Science; Ecology & Biodiversity / Ecology & Biodiversity (Intensive); Environmental Science; Food & Nutritional Science; Geology / Geology (Intensive); Mathematics / Mathematics (Intensive); Molecular Biology & Biotechnology / Molecular Biology & Biotechnology (Intensive); Physics / Physics (Intensive); Risk Management; Statistics,0
285,(BSc 6901) Is extended module 1 or 2 (M1 or M2) of Mathematics counted as an elective subject?,(AAO) You might try to look at the FAQ compiled by the Academic Support and Examinations Section of the Registry on university fee at http://www.ase.hku.hk/fees/faq.html. Maybe you can find your answers there.,0
286,(BSc 6901) Is extended module 1 or 2 (M1 or M2) of Mathematics counted as an elective subject?,"(BSc 6901) Enrolment in our flagship Summer Research Fellowship (SRF) Scheme to conduct research under the supervision of our professors in the first summer; A further SRF or Overseas Research Fellowship (ORF) in a foreign institution in subsequent years; International exchange study, visiting or summer study at world class universities overseas; Attendance in international scientific conference on frontier research Guidance from a research mentor individually from the start of the undergraduate study; Enrolment in our Frontiers of Science Honours Seminar to learn how our award-winning professors solve their research problems; An entrance scholarship ranging from HKD 20,000 to HKD 70,000; Stipends for all the aforesaid research activities",0
287,(BSc 6901) What are the admissions scores for 6901 BSc programme in 2021?,"(AAO) Half of the credits of full-year courses are counted towards the study load for each semester, that is, 6 credits in the first semester and 6 credits in the second semester for a 12-credit full-year course. Under normal circumstances, the final grades of full-year courses will only be counted in the GPA for the second semester after you have completed the full-year courses.",0
288,(BSc 6901) What are the admissions scores for 6901 BSc programme in 2021?,(BSc 6901) Candidates who hold a recognised full-time Associate Degree (AD) or Higher Diploma (HD) in community colleges in Hong Kong (at least two years in duration) in a relevant discipline are eligible to apply for direct entry to the third year of the 4-year BSc degree programme.  Students in their second year of study of AD or HD programmes can also apply.  You may also visit the direct admissions scheme website for more information.,0
289,"(BSc 6901) If I get 5 or above in DSE English, will I be exempted from taking the English courses?",(BSc 6901) Biochemistry; Biological Sciences; Chemistry; Decision Analytics; Earth System Science; Ecology & Biodiversity; Environmental Science; Food & Nutritional Science; Geology; Mathematics; Molecular Biology & Biotechnology; Physics; Risk Management; Statistics,0
290,"(BSc 6901) If I get 5 or above in DSE English, will I be exempted from taking the English courses?",(AAO) It depends on the course approval nature which will be shown when students are adding a class. Students will also receive emails generated by the System notifying the status of their course enrollment. Students can also check their enrollment status under their SIS menu -> Enrollment -> Enrollment Status.,0
291,"(BSc 6901) If I get 5** in DSE Chinese, will I be exempted from taking the Chinese course?",(HKDSE) We welcome your application to HKU through the Joint University Programmes Admissions System (JUPAS) if you are a LOCAL applicant applying on the strength of Hong Kong Diploma of Secondary Education (HKDSE). Please check the JUPAS website via https://www.jupas.edu.hk/en/ for eligibility and procedures of JUPAS application.,0
292,"(BSc 6901) If I get 5** in DSE Chinese, will I be exempted from taking the Chinese course?","(AAO) The University recommends you to take 24-30 credits in one semester (except the summer semester). If you are planning to take less than 4 courses (under 24 credits) in a semester, please apply to your Faculty for under-loading. Justifications might be required.",0
293,(BSc 6901) Will HKU Science accept combined HKDSE certificates?,"(AAO) You should select courses via SIS (Student Information System) during the course selection period before the semester start for both semester one and semester two. You can modify your enrolment in the add/drop period, usually during the first two weeks of teaching in each semester.",0
294,(BSc 6901) Will HKU Science accept combined HKDSE certificates?,"(AAO) Only the name of the host institution, course title(s) and the credits approved to be transferred, and each course fulfilment (for major/ minor/ free elective) will be shown on the academic transcript. The grades you earned overseas will not be included in the calculation of your GPA and honours classification.",0
295,"(BSc 6901) Other universities are also adopting the common admissions policy, how do they differ from the 6901 BSc programme?","(AAO) Please refer to the University Regulations for details of different major/ minor requirements. As for SIS, it is currently designed to allow students to declare a maximum of 2 majors and 2 minors online and checking of overloading is also in place during course selection period. You are advised to observe the University regulations for not exceeding the maximum curriculum study load. You may also seek advice from your home Faculties and seek assistance from them for individual concerns.",0
296,"(BSc 6901) Other universities are also adopting the common admissions policy, how do they differ from the 6901 BSc programme?",(AAO) Please see advice from the Careers and Placement Section of CEDARS below: ,0
297,(BSc 6901) What is Young Scientist Scheme (YSS)?,"(AAO) According to UG 7 (b) of the Regulations for First Degree Curricula, if you are unable, because of illness, to be present at the written exam of any course, you may apply for permission to sit for a supplementary exam of the same course to be held before the beginning of the First Semester of the following academic year. You have to make your application to the Examinations Office of the University by submitting a completed Form of Medical Certificate and the original of a sick leave certificate issued by a doctor to the Examination Office within 7 calendar days of the exam you were unable to attend. For detailed arrangement, please consult your Faculty Office.",0
298,(BSc 6901) What is Young Scientist Scheme (YSS)?,"(BSc 6901) Yes, M1 or M2 is counted as an elective subject (but not a ""Science elective subject"" as specified in previous question).",0
299,(BSc 6901) Who is entitled to join YSS?,(AAO) You can find detailed information on “University Fee” at the website of the Academic Support and Examinations Section of Registry at http://www.ase.hku.hk/fees/ for details.,0
300,(BSc 6901) Who is entitled to join YSS?,(BSc 6901) 6901: 305 places for the programme; and an additional 85 places for Direct Admissions Scheme. (There is a separate quota for mainland and international students),0
301,(BSc 6901) Who is eligible to apply for the scheme?,"(AAO) If you have any study problems, you can always seek help from your Faculty Academic Advisers or from us, the advisers at the Academic Advising Office. You can make an appointment with us here.",0
302,(BSc 6901) Who is eligible to apply for the scheme?,"(AAO) There are no rigid regulations in this regard. However, please make sure that you have enough number of credits to take the courses of these major/ minor programmes and that all relevant requirements could be fulfilled by your graduation. On the other hand, please take into account the workload involved and consider whether you could handle them. Most importantly, please always refer to the regulations/ syllabus/ curriculum of your programme when you plan for your majors/ minors.",0
303,(BSc 6901) How many places are available?,(AAO) It depends on the course approval nature and especially when the student is not approved or has violated the regulations/requirements. The System may drop the class for the student and notify them via email so that they can enroll on other courses/classes as soon as possible.,0
304,(BSc 6901) How many places are available?,"(HKDSE) We welcome eligible NCS applicants (both school and non-school) to submit Alternative Qualifications in Chinese Language (ACL), i.e. GCSE / GCE etc. for consideration in lieu of the general Chinese language requirement. If NCS applicants submit more than one ACL and / or have HKDSE Chinese Language result during selection, the best result will be considered. Further information on submissions and verification of ACL is available at the JUPAS website.",0
305,(BSc 6901) Do you interview students for admissions?,"(AAO) You can check who your FAA is via the web link of https://ugaa.hku.hk/viewugadvisers.php. For enquiries and support, please call us at 39170128.",0
306,(BSc 6901) Do you interview students for admissions?,(AAO) It means it is still pending for approval or pending for consideration by offering Faculty/Department. The results will vary from course to course and it depends very much on the course approval nature defined for each course.,0
307,(BSc 6901) When will I know my result of application?,(AAO) Double-counting of courses for fulfilling more than one major or minor is not allowed. You are advised to consult the programmes concerned and see which replacement course(s) you are required to study so that the total credits completed for each major or minor will not be reduced. You may also refer to the Degree Audit report on SIS for your progress with each declared major/minor.,0
308,(BSc 6901) When will I know my result of application?,"(AAO) According to UG 7 (b) of the Regulations for First Degree Curricula, if you are unable, because of illness, to be present at the written exam of any course, you may apply for permission to sit for a supplementary exam of the same course to be held before the beginning of the First Semester of the following academic year. You have to make your application to the Examinations Office of the University by submitting a completed Form of Medical Certificate and the original of a sick leave certificate issued by a doctor to the Examination Office within 7 calendar days of the exam you were unable to attend. For detailed arrangement, please consult your Faculty Office.",0
309,(BSc 6901) How many advanced standing credits will I receive?,"(AAO) TAA is a teacher from Faculty, usually the Programme Director or co-ordinator of a particular programme, to help you explore major/minor options and answer enquiries for a particular discipline. You can go to “Self Services” in SIS, and then click “Request Temporary Adviser” to request for one. Your advising relationship with TAA lasts for 90 days. TAAs are available for all major/minor programmes that are open to non-home Faculty students.",0
310,(BSc 6901) How many advanced standing credits will I receive?,(BSc 6901) Biochemistry; Biological Sciences (Intensive); Chemistry / Chemistry (Intensive); Decision Analytics; Earth System Science; Ecology & Biodiversity / Ecology & Biodiversity (Intensive); Environmental Science; Food & Nutritional Science; Geology / Geology (Intensive); Mathematics / Mathematics (Intensive); Molecular Biology & Biotechnology / Molecular Biology & Biotechnology (Intensive); Physics / Physics (Intensive); Risk Management; Statistics,0
311,(BSc 6901) What are the choices of Science Majors if I apply via Direct Admissions Scheme?,"(AAO) If you achieved level 5 or above in HKDSE English, or if you are a non-JUPAS student and have the equivalent qualification, you can choose whether or not to take CAES1000. If you wish to take it, just enroll for it in SIS, no prior application is needed; if you do not wish to take it, a free elective course in lieu is needed. SIS Office will, by around August 30, automatically assign a CAES1000 class to those who need to take it but have not enrolled for it yet and those who have attempted to enroll for it but have not been successful yet.",0
312,(BSc 6901) What are the choices of Science Majors if I apply via Direct Admissions Scheme?,"(AAO) Students can follow the steps stated in “Student’s Quick Reference Guide on Major / Minor Declaration” under the SIS website for Students. Declaration can only be done online by students at specified periods, i.e. during pre-enrollment period (starting from August 1 in general), course enrollment period and add/drop period*. For some majors which require applications, students should follow the instructions outlined in the Faculty/Department website.",0
313,"(BASc) What are the differences between our BASc programme and other programmes within the BASc family (i.e. BASc in Fintech, AI, Design+ or GHD)?","(AAO) Only the name of the host institution, course title(s) and the credits approved to be transferred, and each course fulfilment (for major/ minor/ free elective) will be shown on the academic transcript. The grades you earned overseas will not be included in the calculation of your GPA and honours classification.",0
314,"(BASc) What are the differences between our BASc programme and other programmes within the BASc family (i.e. BASc in Fintech, AI, Design+ or GHD)?","(AAO) In general, you have to take course(s) to make up for the failed/outstanding credits immediately in the following semester, by either repeating the same course or taking another course with the required credits. For detailed arrangement, please consult your Faculty Office. In case you need to take more than 36 credits in a semester to make up the failed/outstanding credits, i.e. exceed the maximum semester study load as stipulated under the Regulations, you will have to seek approval from your Faculty for overloading first.",0
315,(BASc) What are majors and minors and what is the difference between them?,"(International) Once you have successfully submitted an application for admission, you will be considered for an entrance scholarship automatically. The result of both admission and entrance scholarship will be announced at the same time. No separate application for entrance scholarship is required. Selection is based on academic merits with consideration of non-academic achievements. The University will also consider students for special scholarships which might require separate application. You are advised to refer to the details of all the scholarships on our Fees and Scholarships page. After you are admitted to the University, you may apply for other HKU scholarships. You may be awarded a merit-based scholarship based on your work in the University.",0
316,(BASc) What are majors and minors and what is the difference between them?,(AAO) It means it is still pending for approval or pending for consideration by offering Faculty/Department. The results will vary from course to course and it depends very much on the course approval nature defined for each course.,0
317,(BASc) What can I choose for my second major/minors?,"(AAO) For support on English, please contact the Centre for Applied English Studies (CAES) at https://caescss.hku.hk/; For support on Chinese, please go to the School of Chinese at http://web.chinese.hku.hk/main/chinese-language-enhancement-program/",0
318,(BASc) What can I choose for my second major/minors?,"(AAO) It depends. Some (not all) curriculums stipulate that the maximum number of attempts for a particular course or requirement is three. As such, students pursuing these curriculums might need to sit for the FRC/ COD if they have failed the same course for three times and might be at the risk of being discontinued from studies.",0
319,(BASc) What are the differences between BASc and Bachelor of Arts / Bachelor of Social Sciences / Bachelor of Science?,(AAO) It depends. Some programmes do have a ceiling on the total number of credits of introductory courses that a student can take. You might need to “make up” the excess credits of introductory courses by taking the same number of credits of advanced courses. Please be reminded that level 2 courses are not necessarily advanced level courses. It is very important for you to check with your home Faculty on this if in doubt.,0
320,(BASc) What are the differences between BASc and Bachelor of Arts / Bachelor of Social Sciences / Bachelor of Science?,(BSc 6901) Biochemistry; Biological Sciences; Chemistry; Decision Analytics; Earth System Science; Ecology & Biodiversity; Environmental Science; Food & Nutritional Science; Geology; Mathematics; Molecular Biology & Biotechnology; Physics; Risk Management; Statistics,0
321,"(BASc) I studied science subjects in high school, and I did not do any arts/ social sciences subjects. Would it be difficult for me to catch up or be disadvantaged in application?","(AAO) If students have paid full composition fee for 8 semesters, they could apply for “pay-by-credit” from their Faculty for their tuition fee arrangements in their remaining semesters at HKU. If approved, tuition fee could be calculated on a pro-rata basis.",0
322,"(BASc) I studied science subjects in high school, and I did not do any arts/ social sciences subjects. Would it be difficult for me to catch up or be disadvantaged in application?","(BSc 6901) HKU Science is the first university to implement this common admission since 2007;; All the 14 Science Majors and 7 Intensive Majors offered by the Faculty of Science are under this common admissions policy;; There is no quota for any of the 14 Science Majors and 7 Intensive Majors.  Students have complete freedom in choosing any Science Major;; Second Major and Minor are available in both Science and non-Science disciplines.  About 1/4 students take one Major and one Minor, and another 1/4 take two Majors in the BSc degree curriculum each year.",0
323,(BASc) Do I need to study any particular subject in order to get into BASc?,(BSc 6901) No.  Students are free to choose any science Major after admission.,0
324,(BASc) Do I need to study any particular subject in order to get into BASc?,(AAO) GPA is the abbreviation of Grade Point Average. Different calculations of GPA are listed as follows:,0
325,(BASc) What is the admission score of the previous intake year?,"(AAO) It depends. Some (not all) curriculums stipulate that the maximum number of attempts for a particular course or requirement is three. As such, students pursuing these curriculums might need to sit for the FRC/ COD if they have failed the same course for three times and might be at the risk of being discontinued from studies.",0
326,(BASc) What is the admission score of the previous intake year?,"(AAO) For financial subsidies please contact the Campus Life Section of CEDARS (https://www.studentlife.hku.hk/) for information. They provide support on financial management and financial assistance. Please visit https://www.studentlife.hku.hk/financial-assistance for details. In each academic year, Scholarships Office offers a “General Round” of scholarship application which enables students to apply for over 40 scholarship schemes by filling out ONLY one online form. Details at: http://www.scholarships.hku.hk/news/detail/155.",0
327,(BASc) Can I participate in the exchange programme offered by the University/ Faculty of Social Sciences?,"(AAO) If you cannot complete the second major or the minor at the end, these second majors/ minors would not be shown on your transcript. The courses that you have done towards these majors/ minors will be counted as free electives. In all cases, please double check with your Faculty Office if in doubt.",0
328,(BASc) Can I participate in the exchange programme offered by the University/ Faculty of Social Sciences?,(AAO) The steps are similar to those for declaring major/ minor. Please refer to “Student’s Quick Reference Guide on Major / Minor Declaration” in the SIS website for Students.,0
329,(BASc) What are the exchange opportunities available to this programme?,"(HKDSE) We welcome eligible NCS applicants (both school and non-school) to submit Alternative Qualifications in Chinese Language (ACL), i.e. GCSE / GCE etc. for consideration in lieu of the general Chinese language requirement. If NCS applicants submit more than one ACL and / or have HKDSE Chinese Language result during selection, the best result will be considered. Further information on submissions and verification of ACL is available at the JUPAS website.",0
330,(BASc) What are the exchange opportunities available to this programme?,"(BSc 6901) English language: Level 3; Chinese language: Level 3; Mathematics: Level 2; Liberal Studies: Level 2; Elective subjects: Level 3 in two subjects, with at least one elective subject in Biology, Chemistry, Physics, Combined Science or Integrated Science",0
331,(BASc) Will there be any fewer opportunities compared to other traditional programmes?,(BSc 6901) 6901: 305 places for the programme; and an additional 85 places for Direct Admissions Scheme. (There is a separate quota for mainland and international students),0
332,(BASc) Will there be any fewer opportunities compared to other traditional programmes?,"(BSc 6901) Interviews may be arranged for principal nominees and students with outstanding performance in other areas such as extra-curricular activities, sports and leadership.",0
333,"(BASc) I understand that this degree opens me up to many job opportunities as I can choose what to focus on, but will it be difficult to find a job with this general programme?","(AAO) In general, you have to take course(s) to make up for the failed/outstanding credits immediately in the following semester, by either repeating the same course or taking another course with the required credits. For detailed arrangement, please consult your Faculty Office. In case you need to take more than 36 credits in a semester to make up the failed/outstanding credits, i.e. exceed the maximum semester study load as stipulated under the Regulations, you will have to seek approval from your Faculty for overloading first.",0
334,"(BASc) I understand that this degree opens me up to many job opportunities as I can choose what to focus on, but will it be difficult to find a job with this general programme?","(BASc) This is a common concern among many students. However, as most university subjects are not offered in secondary school and the majority of students also have little exposure to the subjects they come across, the university curriculum is designed to allow students to start from introductory courses and advance further. In our BASc programme, each student can have access to their mentor and receive personal advice on designing the curriculum path that best fits them, which most current students appreciate.",0
335,(AAO) What advisers are there at the University to help me with studies?,"(AAO) There are two main options for exchange: HKU Worldwide Undergraduate Student Exchange Programme (HKUWW) and the Faulty-level exchange programme. No matter which option you wish to go for, we usually suggest students to plan for exchange at least a year ahead. For example, if you are interested in going on exchange in year three, you should  plan for it in the beginning of year two. Please visit the website of the International Affairs Office (https://intlaffairs.hku.hk/) or your own Faculty for more details.",0
336,(AAO) What advisers are there at the University to help me with studies?,"(AAO) Under normal circumstances, FAA cannot be changed once assigned. However, if you have some very special reasons or concerns, please liaise with your home Faculty Office on this.",0
337,(AAO) How can I find my Faculty Academic Adviser (FAA) in SIS?,(BSc 6901) one programme code with a choice of 14 science Majors and 7 Intensive Majors; complete freedom in choosing any science Major after admission; no quota for each Science Major; easy to change Majors; second Major and Minor options are available in both Science or non-Science disciplines,0
338,(AAO) How can I find my Faculty Academic Adviser (FAA) in SIS?,"(HKDSE) To have your application considered for admission, you MUST FIRST satisfy the University Entrance Requirements. Each applicant shall gain “332233” in four core subjects plus two elective subjects in the HKDSE Examination. In addition to the standard University Entrance Requirements, some of the University's programmes have additional entrance requirements, which vary from programme to programme. For more information about the specific requirements of different programmes, please visit https://www.hku.hk/dse.",0
339,(AAO) How should I contact my FAA and what should I do if he/she does not respond?,(AAO) The steps are similar to those for declaring major/ minor. Please refer to “Student’s Quick Reference Guide on Major / Minor Declaration” in the SIS website for Students.,0
340,(AAO) How should I contact my FAA and what should I do if he/she does not respond?,(AAO) You can find detailed information on “University Fee” at the website of the Academic Support and Examinations Section of Registry at http://www.ase.hku.hk/fees/ for details.,0
341,(AAO) Can I change my FAA?,"(Bachelor's Degree) Chinese is not a must for the admissions. However, some programmes may require knowledge of Cantonese or Chinese language. Please visit our Admissions Standards page for details.",0
342,(AAO) Can I change my FAA?,"(AAO) The University recommends you to take 24-30 credits in one semester (except the summer semester) unless otherwise permitted or required by your Faculty. Theoretically, you can take additional 6 credits to the maximum in one semester, accumulating up to a maximum of 72 credits in an academic year. If you are planning to take more than 6 courses (over 36 credits) in a semester, please apply to your Faculty for overloading. Justifications might be required. For details, please look at UG 4 of the Regulations for First Degree Curricula.",0
343,(AAO) What is Temporary Academic Advisers (TAA)? How can I get one?,"(AAO) The University recommends you to take 24-30 credits in one semester (except the summer semester). If you are planning to take less than 4 courses (under 24 credits) in a semester, please apply to your Faculty for under-loading. Justifications might be required.",0
344,(AAO) What is Temporary Academic Advisers (TAA)? How can I get one?,"(AAO) Yes, you need to apply to your Faculty for exemption of Chinese and/or English language requirements if you are eligible for that. Please apply as soon as possible after you are admitted to HKU.",0
345,(AAO) How can I find the student advisers in my Faculty?,"(AAO) If students have paid full composition fee for 8 semesters, they could apply for “pay-by-credit” from their Faculty for their tuition fee arrangements in their remaining semesters at HKU. If approved, tuition fee could be calculated on a pro-rata basis.",0
346,(AAO) How can I find the student advisers in my Faculty?,"(AAO) All courses attempted will be recorded on the transcript, including failed courses. If you choose to repeat the failed course, the new grade obtained will be recorded in the semester in which you have retaken the course but the failed grades will still be included in the calculation of the Semester Grade Point Average (SGPA), Year GPA (YGPA), Cumulative GPA (CGPA), and Graduation GPA (GGPA). All failed grades will be taken into account when determining your honours classification.",0
347,(AAO) How can the Academic Advising Office help me with studies?,(AAO) The steps are similar to those for declaring major/ minor. Please refer to “Student’s Quick Reference Guide on Major / Minor Declaration” in the SIS website for Students.,0
348,(AAO) How can the Academic Advising Office help me with studies?,"(International) Applicants to the University are required to demonstrate proficiency in a language other than English. Chinese is not compulsory as the medium of instruction at the university is English. You may refer to the Admissions Standards on ways to meet this requirement. If you find yourself unable to provide the required examination result to meet this requirement, please apply for a waiver as instructed in the Admissions Standards. Consideration for waivers will take place at the times of evaluation and students whose waivers are not granted may still be required to provide proof of proficiency of the qualification.",0
349,(AAO) I am interested in the programmes of HKU and would like to know more. Which unit should I contact?,"(BSc 6901) Interviews may be arranged for principal nominees and students with outstanding performance in other areas such as extra-curricular activities, sports and leadership.",0
350,(AAO) I am interested in the programmes of HKU and would like to know more. Which unit should I contact?,"(BSc 6901) HKU Science is the first university to implement this common admission since 2007;; All the 14 Science Majors and 7 Intensive Majors offered by the Faculty of Science are under this common admissions policy;; There is no quota for any of the 14 Science Majors and 7 Intensive Majors.  Students have complete freedom in choosing any Science Major;; Second Major and Minor are available in both Science and non-Science disciplines.  About 1/4 students take one Major and one Minor, and another 1/4 take two Majors in the BSc degree curriculum each year.",0
351,(AAO) What is advanced standing? Am I eligible to apply for it?,(AAO) It depends on the course approval nature and especially when the student is not approved or has violated the regulations/requirements. The System may drop the class for the student and notify them via email so that they can enroll on other courses/classes as soon as possible.,0
352,(AAO) What is advanced standing? Am I eligible to apply for it?,"(BSc 6901) For 6901 BSc Programme, the best results in years 2021 and 2022 will be considered, with no penalty.",0
353,(AAO) What are the “UG5” requirements?,(AAO) Late add is usually not recommended after the add/drop period unless you have a very strong reason for that. Please seek approval from your Faculty on this if needed.,0
354,(AAO) What are the “UG5” requirements?,"(AAO) In general, for programmes requiring a major for graduation, Faculties will define three periods for major/minor declaration and they are (i) allow to declare from; (ii) must declare by: and (iii) last term to access; These three periods vary from programme to programme but in general, students are allowed to declare a major starting from semester 1 of their second year of study. And they must declare their major by the first semester of their third year of study if they have not declared any major in their second year of study.
SIS will NOT declare the major/minor for students automatically.",0
355,"(AAO) How can I get exempted from the English requirement, that is, CAES 1000?","(BASc) At HKU, applicants will be competing with all other students within the University/Faculty based on their GPA and interview performance etc., the programme you study generally does not affect this consideration unless the host institution has an explicit preference (say, business school preferring business major students). However, you can also make yourself eligible for these experiences through picking an appropriate second major. So, there is no disadvantage when compared to other traditional programme. In fact, you will benefit from our small class size as we can give you more advice on exchange opportunities.",0
356,"(AAO) How can I get exempted from the English requirement, that is, CAES 1000?",(HKDSE) All students who apply to HKU on the basis of HKDSE results must only make their application through JUPAS. Please also refer to the JUPAS website via https://www.jupas.edu.hk/en/ for eligibility and procedures of JUPAS application.,0
357,"(AAO) I cannot write or speak in Chinese, can I be exempted from the Chinese requirement?",(BSc 6901) 85 places for 2022.,0
