,Course Code,Course Title,Course Description,Learning Outcomes
242,ENVS4966,Environmental science internship,"In the case of the work being carried out in an external agency, students will be supervised by a staff member of the external agency (the External Supervisor) and a staff member of the University (the Internal Supervisor). If the work is carried out within HKU, there is no need for an additional internal supervisor. The work to be performed by students will normally be instructed by the External Supervisor, with prior agreement of the Internal Supervisor. This course offers students the opportunity to gain work experience related to their major of study. This work experience will allow the students to apply their knowledge gained in their studies to the real environmental issues.",gain at least 4 weeks of work experience environmental-related firm or the Government; acquire an understanding and appreciation of the real work environment; have some experience with applying learned knowledge to solving real world problems
243,ENVS4999,Environmental science project,"Students will undertake a research project in the form of an undergraduate dissertation under the supervision of a staff member. The dissertation will be written in the style of a scientific paper. The research topic is flexible but should be related to the field of Environmental Science. Students should seek approval from a prospective supervisor prior to selecting this course. After admission to the course is approved by the course coordinator, students will work under the guidance of their supervisor to complete the research project. The objective of this course is to provide an opportunity for students to integrate and apply their knowledge and skills obtained from the Environmental Science major. Students will gain experience in designing and carrying out a scientific study, and in communicating the results of their research in a professional manner.","complete a dissertation project of undergraduate level in one of the four areas of the major; show competence in formulation, data collection, analysis, and presentation of a research project"
244,APAI4012,High-performance computing,"The course will cover: Computational science as the third methodology; Basic numerics, floating-point representation, errors and computational complexity; Dense linear algebra, algorithms and libraries; Sparse linear algebra and Low-rank approximation; Simple ordinary differential equations and Partial differential equations on structured grids; Spectral methods - Fast Fourier Transforms (FFTs) and applications; N-body problems and fast multipole methods; Monte Carlo methods. The development of High-Performance Computing (HPC) systems has been largely driven by the requirements of Computational Scientists running large-scale numerical simulations such as global weather forecasting or studying new materials at the atomic scale. This course covers some of the basic numerical algorithms and computational patterns used in HPC and how they are implemented and used in practice, including Artificial Intelligence (AI), Machine Learning (ML), and Deep Learning (DL).",study the errors of numerical algorithms and estimate their computational complexities; apply numerical methods for solving linear equation systems; compute Low-rank approximation of matrices and carry out data analysis; solve simple ordinary differential equations and partial differential equations on structured grids; understand the basic ideas of the fast Fourier transforms and fast multipole methods in designing fast algorithms; apply Monte Carlo methods for solving high-dimensional problems; use software packages such as Matlab or Python for large-scale numerical simulations
245,MATH1009,Basic mathematics for business and economics,"1. Logic2. Linear Equations3. Quadratic Equations4. Graphs and Functions5. Differentiation6. Unconstrained optimization7. Partial differentiation8. Constrained optimization9. Integration10. Geometric series11. Difference equations (optional)12. Differential equations (optional)13. Matrix algebra (optional) This course aims at introducing important topics of mathematics for introductory or intermediate level courses in Business and Economics. Mathematical concepts and methods, as well as some Business and Economics applications, would be emphasized so that students could be furnished with the essential mathematical skills for the senior courses in these disciplines.",demonstrate knowledge and understanding of the essential mathematics used in business and economics; apply mathematical skills to model and solve basic problems in business and economics; be more capable of coping with a higher level of mathematics required in various economic disciplines
246,MATH1011,University mathematics I,"- Sets, Venn diagram, set operations.- Permutations, combinations and elementary probabilities.- Mathematical induction.- Exponential and logarithmic functions.- Trigonometric functions, trigonometric formulae.- Limits of algebraic, exponential and logarithmic functions.- Derivatives of algebraic, exponential and logarithmic functions.- Differentiation rules: addition, product, quotient and chain rule.- Maxima and minima.- Indefinite and definite integrals.- Area. - Integration by substitution.- Trapezoidal rule with error estimation. This course aims at students with only HKDSE Mathematics (or equivalent) background and provides them with basic knowledge of mathematics that serves as essential foundation in various disciplines. It is expected to be followed by MATH1013.","use the set notations; calculate probabilities; and prove by induction; solve problems involving exponential, logarithmic and trigonometric functions; evaluate limits and derivatives; compute simple definite and indefinite integrals; solve practical problems such as determining maxima and minima; finding area"
247,MATH1013,University mathematics II,"- Functions; graphs; inverse functions.- Limits; continuity and differentiability.- Mean value theorem; Taylor's theorem; implicit differentiation; L'Hopital's rule.- Higher order derivatives; maxima and minima; graph sketching.- Radian, calculus of trigonometric functions.- Definite and indefinite integrals; integration by substitutions; integration by parts; integration by partial fractions.- Complex numbers, polar form, de Moivre's formula.- Applications: Solving simple ordinary differential equations.- Basic matrix and vector (of orders 2 and 3) operations, determinants of 2x2 or 3x3 matrices. This course aims at students with Core Mathematics plus Module 1 or Core Mathematics plus Module 2 background and provides them with basic knowledge of calculus and some linear algebra that can be applied in various disciplines. It is expected to be followed by courses such as MATH2012, MATH2101, MATH2102, MATH2211, and MATH2241.","describe properties of functions and inverse functions; evaluate limits, and determine continuity and differentiability of functions; apply advanced rules/techniques of differentiation and integration to compute derivatives and integrals; sketch graphs of functions; approximation of functions; solve problems involving complex numbers; solve simple first and second order ordinary differential equations"
248,MATH1821,Mathematical methods for actuarial science I,"- Functions; graphs; inverse functions.- Limits, continuity and differentiability.- Mean value theorem; implicit differentiation; L'Hopital's rule.- Bisection method and Newton's method.- Higher order derivatives, maxima and minima, graph sketching.- Taylor approximation and error estimation.- Improper integrals, partial fractions, integration by parts.- Numerical integration, Trapezoidal rule and Simpson's rule.- Basic matrix and vector (of orders 2 and 3) operations, determinants.- Simple differential equations. This course is the first of the two mathematics courses designed to provide actuarial science students with a solid background of calculus of one and several variables and an introduction to linear algebra. The course focuses on single variable calculus and elementary matrix theory. It aims at students with Core Mathematics plus Module 1 or Core Mathematics plus Module 2 background.","describe properties of a function and an inverse function; evaluate various kinds of limits, and determine continuity and differentiability of functions; apply advanced rules/techniques of differentiation and integration to compute derivatives and integrals; sketch graphs of functions; approximate integrals by numerical methods; perform matrix and vector operations, compute determinants; solve simple first and second order ordinary differential equations"
249,MATH1851,Calculus and ordinary differential equations,"- Differential and integral calculus (single variable) [limits and continuity, derivatives, (higher-order) derivatives of elementary functions, derivatives by implicit differentiation, the mean value theorem, L'H\^{o}pital's rule, parametric representation of curves, polar coordinates, indefinite integrals, integration by parts, partial fractions decomposition, definite integrals, the fundamental theorem of calculus, and their applications] - Ordinary differential equations [first order equations, integrating factors and linear equations, Bernoulli equations, separable equations, homogeneous equations, exact differential equations, higher-order homogeneous linear equations with constant coefficients, characteristic polynomials, methods of undetermined coefficients and variation of parameters, higher-order inhomogeneous linear ordinary differential equations, choice of particular solutions and physical implication of resonance, Cauchy-Euler equations, and their applications] - Laplace transforms [Laplace transforms of elementary functions, inverse Laplace transforms, transforms of derivatives and integrals, derivatives of  Laplace transform, first and second shifting theorems, convolutions, partial fractions, solution of linear differential equations (initial value problems) using Laplace transforms] In this course, students will be introduced to fundamental concepts of calculus and ordinary differential equations with a view on applications in different engineering fields. A concrete foundation of mathematics that underpins the various engineering subjects will be built. Mathematical concepts and principles, as well as some typical engineering applications, would be emphasized so that students could enhance their mathematical skills in solving engineering problems, and be well prepared in learning a higher level of applied mathematics required in different engineering disciplines.","demonstrate knowledge and understanding of basic calculus and ordinary differential equations as well as their relationship with some typical physical/engineering applications: unerringly perform the calculation details for the solution, and accurately correlate the solution approach with the fundamental concepts involved; apply mathematical skills to model and solve some basic physical/engineering problems: analyze the given problem, identify the appropriate mathematical skills, articulate a convincing rationale for the approach used, clearly give the mathematical formulation, and correctly find the solution; understand well established methods to solve differential equations, and correlate qualitatively with potential applications in engineering topics like oscillations and electric circuits. Identify the occurrence of resonance where large amplitude displacements can be expected; explore the technique and usage of integral transform, using the Laplace transform as an illustrative example. Appreciate the power of these techniques in initial value problems and applications like vibrations and signal processing; be well prepared to cope with a higher level of engineering mathematics required in different engineering disciplines"
250,MATH1853,"Linear algebra, probability and statistics","- Linear algebra [vectors and scalars, inner product, vector projection, linear dependence and independence, matrix, determinant, matrix inverse, system of linear equations, matrix equation, Gaussian elimination, Cramer's rule, matrix rank, eigenvalue, eigenvector, matrix diagonalization, positive, negative and semi-definiteness, and their applications] - Elementary complex variables [arithmetics of complex numbers, representations of complex numbers, De Moivre's theorem, roots of unity, complex functions, and their applications] - Basic probability theory [axioms of probability, conditional probability, Bayes' theorem, the total probability formula, random variable, (joint) probability distribution, expectation, variance, independence, and their applications] - Commonly used distributions [Bernoulli, Binomial, Geometric, Negative Binomial, Exponential, Poisson and Normal distribution, and their applications] - Basic statistics [point estimates, sample mean, sample variance with known or unknown mean, confidence interval for a population mean with known or unknown population variances, inference for proportion, and their applications] As the complementary course of MATH1851, students will be introduced to more topics of mathematics commonly applied in engineering so that students could be further enhanced with a concrete skill in mathematics underpinned for different engineering subjects. The course emphasizes mathematical concepts, principles, analysis, and their relationship to the modelling of engineering systems.  Students could be furnished with the essential mathematical skills to analytically tackle some typical engineering problems to prepare for all the engineering subjects.","demonstrate knowledge and understanding of linear algebra, complex numbers, probability theory and statistics as well as their relationship with some typical physical/engineering applications: unerringly perform the calculation details for the solution, and accurately correlate the solution approach with the fundamental concepts involved; apply such knowledge and understanding to solve certain practical problems that are relevant to physical/engineering applications: analyze the given problem, identify the appropriate mathematical skills, articulate a convincing rationale for the approach used, and clearly give the mathematical formulation, and correctly find the solution; be well prepared to cope with a higher level of engineering mathematics required in different engineering disciplines"
251,MATH2012,Fundamental concepts of mathematics,- Elementary set theory.- Statement calculus.- Mathematical proofs.- Relations and functions.- Finite and infinite sets.- Natural numbers and mathematical induction.- Real numbers and the limits of sequences.- Examples of groups. To provide students with solid background on fundamental concepts of mathematics and methods of mathematical proofs. Such concepts and methods are important for subsequent studies in all higher level courses in mathematics. This course can be taken concurrently with other Level 2 or above courses.,understand the definition of a set and apply set theory in simple daily life problems; construct the truth table of a given statement; apply different proof strategies (e.g. proof by contradiction and mathematical induction) in proving a mathematical statement; demonstrate the basic properties of equivalence relations; understand the definition of limits of sequences of real numbers; demonstrate the operational properties of groups
252,MATH2014,Multivariable calculus and linear algebra,"- Vectors and Matrices: Vectors in space, dot product and cross product, determinants (with geometric interpretations).- Partial Derivatives: Functions of several variables, partial derivatives, extreme values and Lagrange multipliers, Taylor's formula.- Multiple Integrals: Double and triple integrals, substitution in multiple integrals.- Matrix Algebra: Matrix addition and multiplication, system of linear equations as a matrix equation. - Vector Spaces: The Euclidean spaces as vector spaces, its subspaces, span of vectors, linear independence, basis and dimension.- Eigenvalues and Eigenvectors: Diagonalization and computing powers.- Numerical Methods: Bisection method and Newton's method for finding roots of equations, Simpson's rule and Trapezoidal rule for numerical integration. To provide students with a solid foundation in calculus of several variables and linear algebra, which they will need in the study of mathematics related subjects.","understand the geometric meaning of partial and directional derivatives; optimize multivariate objective functions (with/without constraints); evaluate integrals over curvilinear regions in space; understand the concept of vector spaces, basis, dimension; solve simple eigenvalue problems and apply the theory to practical problems"
253,MATH2101,Linear algebra I,"- Matrix Algebra: Matrix addition and multiplication, determinant and inverse of square matrices, system of linear equations as a matrix equation. - Systems of Linear Equations: Gauss-Jordan elimination, elementary row operations, row echelon form, elementary matrices, matrix inversion. - Vector Spaces: Coordinate system in R^n, the Euclidean spaces as vector spaces, its subspaces, span of vectors, linear independence, basis, dimension, applications. - Linear Transformations: Definition and examples of linear transformations in R^2 and R^3, standard matrices of linear transformations. - Eigenvalue Problem: Eigenvalues and eigenvectors, diagonalization of matrices, applications. - Inner Product: Gram-Schmidt process, least square problems. This is a first university level course on linear algebra, which aims at introducing to students the basic concept of linear structure through many concrete examples in the Euclidean spaces. The course also enriches students' exposure to mathematical rigor and prepares them for studying more advanced mathematical courses.","handle matrix operations and use them in some practical  problems; solve systems of linear equations by Gauss-Jordan elimination and also compute inverses of  square matrices; understand the concept of vector spaces, basis, dimension, and linear transformations and compute the matrix representations of some linear transformations; solve some simple eigenvalue problems and apply the theory to some practical problems; solve some practical problems involving the least square concept"
254,MATH2102,Linear algebra II,"1. Vector spaces: definition of field, subspaces/quotient spaces, direct sum, existence of basis, dual space 2. Linear transformations: kernel and image, isomorphisms, matrix representations of linear transformations, determinant 3. Linear operator: eigenvalues and eigenspaces, algebraic/geometric multiplicity, diagonalizability, invariant subspaces, cyclic subspaces, Cayley-Hamilton theorem, Jordan canonical form4. Inner product space: Inner product, orthonormal basis, orthogonal complement and projection5. Linear operators on inner product space: adjoints of operators, orthogonal/unitary operators, orthogonal/unitary diagonalization of self-adjoint/normal operators, symmetric bilinear form and quadratic form6. Additional selected topics up to the instructor This is a follow-up of the course Linear Algebra I. It aims at introducing the general concept of vector spaces, subspaces, dimensions, inner product spaces, etc. The course prepares the foundation on linear algebra for students' future study in mathematics and other disciplines.  Many examples of applications will be drawn on different subject areas.","identify vector space structures and apply relevant knowledge to some practical problems; understand the notion of subspaces and compute basis, dimension, etc; understand the base-free nature of linear transformations/operators. Relate the calculations of linear transformations to that of matrices by choosing particular basis; be able to solve eigenvalue problem for linear operators and apply it to the problem of diagonalization; understand the notions of inner product space and adjoints of operators. Be able to do calculation involving properties of adjoints"
255,MATH2211,Multivariable calculus,"- Vectors: vectors in 2-, 3-, and n-dimensions; dot product and cross product; lines and planes; polar, cylindrical, and spherical coordinates.- Differentiation in several variables: limits and derivatives; the chain rule; directional derivatives and gradients.- Vector-valued functions: parametrized curves; arc-length; vector fields; gradient, divergence, curl, and the del operator.- Maxima and minima: differentials and Taylor's Theorem of several variables; extrema of functions; Lagrange multipliers; applications of extrema.- Multiple integration: double and triple integrals; change of variables; applications.- Line integrals: scalar and vector line integrals; Green's Theorem; conservative vector fields.- Surface integrals and vector analysis: parametrized surfaces; surface integrals; Stokes' and Gauss' Theorems. Students of this course will learn the theory of multivariable calculus and learn how to apply the theory to solve practical problems. This is a required course for Mathematics and Mathematics/Physics Majors, and is suitable for all students in Science, Engineering, Economics and Finance, and other students who will use multivariable calculus in their areas of study. This is also a required course for all Minors offered by the Department of Mathematics, and is a pre-requisite of many advanced level mathematics courses.","understand and demonstrate the basic theory of calculus of functions in several real variables; evaluate partial derivatives and multiple integrals; compute line integrals and surface integrals; apply the knowledge to solve some practical problems, such as constrained optimization problems and other problems involving differentiation and integration of multivariable functions"
256,MATH2241,Introduction to mathematical analysis,"- The real number system: the real numbers as an ordered field, supremum and infimum, the completeness axiom, denseness of the rational numbers.- Sequences and series of real numbers: limits of sequences, properties of convergent sequences, monotone sequences and Cauchy sequences, subsequences, series, tests of convergence for series.- Continuity of real-valued functions: properties of continuous functions, the extreme value theorem, the intermediate value theorem, uniform continuity, limits of functions.- Differentiation: properties of differentiable functions, the mean value theorem, Taylor's theorem and its applications.- Integration: construction of the Riemann integral using Darboux sums and Riemann sums, the fundamental theorem of calculus. To introduce students to the basic ideas and techniques of mathematical analysis.","comprehend and use abstract mathematical arguments such as the epsilon-delta argument; demonstrate convergence or non-convergence of a sequence/series using properties of convergent sequences/series; elucidate important properties of continuous functions such as the extreme value theorem and the intermediate value theorem; elucidate important properties of differentiable functions such as the mean value theorem, and to understand and apply Taylor's Theorem; articulate the construction of the Riemann integral and its relation to differentiation"
257,MATH2822,Mathematical methods for actuarial science II,"- Functions of several variables; partial differentiation.- Gradients and directional derivatives.- Taylor approximation.- Maxima and minima; Lagrange multipliers.- Double and triple integrals, areas and volumes.- Matrices, systems of linear equations, determinants.- Vector spaces and subspaces.- Eigenvalues and eigenvectors, diagonalization of matrices. This course is the second of the two mathematics courses designed to provide actuarial science students with a solid background of calculus of one and several variables and an introduction to linear algebra. The course focuses on multivariable calculus and linear algebra. It aims at students with MATH1821. It can be followed by other 2000 or 3000 level mathematics courses.","understand and recognize various topics in linear algebra such as the basic arithmetic of matrices, determinants, systems of linear equations, eigenvalues and eigenvectors, diagonalizable matrices, basis and dimension, and the rank-nullity theorem; understand and recognize various topics in functions of several variables including partial differentiation, the Hessian test for local extrema, vector-valued functions, Jacobians, the method of Lagrange multipliers, double/triple integrals and the change of variable formula"
258,MATH3002,Mathematics seminar,"Topics chosen by the instructors, including chapters from books and elementary research articles. This is a seminar style course intended for those who have very strong interests and good ability in mathematics.  Students will be given book chapters and elementary research articles for private study and then make presentations in front of the whole class. Individual meetings with the instructors will be arranged prior to their presentations. Active participation in all the discussions is expected.  The aim of the course is to let students learn how to initiate self/independent study in mathematics.",Initiate private independent study on some interesting mathematical topics
259,MATH3301,Algebra I,"- Groups: examples of groups, subgroups, cosets, Lagrange theorem, quotient groups, normal subgroups, group homomorphisms, direct product of groups, group actions.- Rings: examples of rings, integral domains, ideals, fields of fractions, principal ideal domains, unique factorization domains.- Fields: definition and examples of fields.- Polynomials: polynomial rings in one variable over fields and over the integers. This course aims to present those fundamental topics and techniques of algebra that are finding wide applications in mathematics and the applied sciences.  It is complete in itself, and may also be followed by MATH4302 Algebra II and MATH7502 Topics in Applied Discrete Mathematics.","write down the precise definitions of the basic concepts in the ""Course Contents""; give examples for each of the concepts in the ""Course Contents""; understand basic properties of groups, rings, and fields"
260,MATH3303,Matrix theory and its applications,"- Eigenvalues and eigenvectors: similarities, applications on difference equations and differential equations. - Orthogonality: inner products and the induced norms, orthogonality of null spaces and column spaces, applications to over- or under-determined systems, least squares fit. Unitary, normal, and hermitian matrices: Schur's triangularization theorem. Variational description of eigenvalues: applications in optimization and in eigenvalue estimation. - Singular value decomposition: polar decomposition, pseudo inverse, spectral norm of matrices, interlacing inequalities for singular values. Jordan form and applications. Matrix theory has a close connection with other mathematical subjects such as linear algebra, functional analysis, and combinatorics.  It also plays an important role in the development of many subjects in science, engineering, and social sciences.  In this course, students will be taught the fundamentals of matrix analysis and its application to various kinds of practical problems.  Mathematical software may be used in the course, so that students can learn how to use the computer to solve matrix problems.","have a good understanding on matrices, determinants, linear transformations, eigenvalues and eigenvectors; understand the concept of similar matrices and the eigenvalue decomposition; understand the concept of orthogonality; understand the concept of unitary, normal, and Hermitian matrices; find the singular value decomposition of a matrix and apply the theory of singular values to study polar decomposition, pseudo inverse and spectral norm of matrices; understand the concept of the Jordan blocks, Jordan matrices and the Jordan canonical form of a matrix"
261,MATH3304,Introduction to number theory,"-The course will begin with some basic notions in number theory, including divisibility, greatest common divisor, Euclidean algorithm, congruences, etc. It will then be followed by several fundamental theorems, such as Chinese remainder theorem, solutions of linear and polynomial congruences, Fermat's Little theorem, and the quadratic reciprocity law. - Many well-known open problems will be introduced. Application of number theory to public key cryptography will be explained. Some current research on the prime numbers will be discussed. - Depending on the time available, the course will cover a selection of further topics, such as the prime number theorem, sum of squares, Dirichlet's theorem on diophantine approximations, continued fractions, etc. To provide students with basic concepts about numbers, their properties and basic knowledge on the arithmetic of congruences. The prime numbers are the building blocks of all the natural numbers under multiplication. The interplay between the multiplicative and additive properties of prime numbers is particularly interesting. The course will study further properties and the distribution of the prime numbers, and some of the longstanding open problems concerning them. Important applications of number theory to modern cryptography will also be introduced.",solve a system of linear congruences; solve polynomial congruences; determine the solubility of quadratic congruences by computation of the Legendre symbol; determine the existence of primitive roots and use them in solving some exponential congruences; understand the prime number theorem; understanding some longstanding problems in number theory
262,MATH3401,Analysis I,"Basic properties of metric spaces; openness; closedness; interior; closure; derived set; boundary; compactness; completeness; continuity; connectedness; pathwise connectedness; uniform continuity; uniform convergence; Banach's fixed point theorem. This course extends to more general situations some basic results covered in the Mathematics courses in junior level, and introduces some fundamental concepts which are essential for advanced studies in Analysis, Geometry, and Topology.","demonstrate knowledge and understanding of the basic features of mathematical analysis and point set topology (e.g., able to identify objects that are topological equivalent); apply knowledge and skills acquired in mathematical analysis to analyze and handle novel situations in a critical way (e.g., able to determine whether a specific function is uniformly continuous); think creatively and laterally to generate innovative examples and solutions to non-standard problems (e.g., able to provide counterexamples to inaccurate mathematical statements)"
263,MATH3403,Functions of a complex variable,"- Complex number system. - Analytic functions and elementary functions. - The Cauchy-Riemann equations. - Cauchy's theorem and its applications. - Taylor's series. - Laurent's series. - Zeros, singularities and poles. - The Residue Theorem and its applications. This course is indispensable for studies in higher mathematical analysis and the more theoretical aspects of physics. In this course, the students are introduced to the fundamental concepts and properties of analytic functions and are shown how to look at analyticity from different points of view. At the same time, the techniques of solving problems without losing sight of the geometric picture are emphasized.","recognize the theory of functions of a complex variable as a rigorous and foundational subject in mathematics; grasp the techniques from Cauchy-Riemann equations, power series expansion and Cauchy integral formulas to study analytic functions from different perspectives; compute contour integrals by calculating residues; apply such techniques to determine improper integrals such as those for certain rational functions on the real line"
264,MATH3405,Differential equations,"- Review of elementary differential equations. - Existence and uniqueness theorems. - Second order differential equations, Wronskian, variation of parameters. - Power series method, Legendre polynomials, Bessel functions. - Linear systems, autonomous systems. - Qualitative properties of solutions. - The Laplace transform. The standard topics in the wide field of ordinary differential equations (ODEs) included in this course are of importance to students of sciences and engineering. Our emphasis is on principles rather than routine calculations and our approach is a compromise between diversity and depth.","solve simple first order and second order (linear or nonlinear) ODEs by various techniques, including auxiliary equations, variation of parameters, Laplace transform, and series method; solve systems of first order linear ODEs with constant coefficients, of which the number of equations and the number of unknown functions are no more than three; discuss qualitatively the solutions of nonlinear ODEs or systems of nonlinear ODEs by studying their linear approximations or their phase diagrams; apply the theory of differential equations to study quantitatively/qualitatively problems arising from physical and life sciences"
265,MATH3408,Computational methods and differential equations with applications,"- Solution of linear difference equations.- Mathematical modelling and dynamical systems.- Numerical differentiation and integration.  - LU factorization for solving linear system of equations.- Matrix norms and iterative solutions of matrix equations.- Solution of nonlinear systems of equations.  - Elementary differential equations and power series method. - Numerical solutions of ordinary and partial differential equations. - Numerical solutions of systems of first-order ordinary differential equations. This course covers topics in the fields of differential equations, mathematical modelling and numerical analysis which are of importance to sciences students. The emphasis is practical applications of basic principles.","construct and implement numerical methods for numerical integration and differentiation, and the solution of linear and nonlinear system of equations; explain mathematical ideas of numerical methods and mathematical modelling in solving linear difference equations, ordinary and partial differential equations; construct one-step and linear multistep methods for the numerical solution of initial-value problems for ordinary differential equations and systems of such equations and analyze their stability and accuracy properties; construct finite difference methods for the numerical solution of partial differential equations and analyze their stability and accuracy properties; implement numerical methods for solving initial and boundary value problems by software packages like MATLAB"
266,MATH3541,Introduction to topology,"Topics will be chosen among the following: (i) Basic point-set topology: topological spaces, product and quotient spaces. (ii) Topological groups and orbit spaces. (iii) Fundamental groups, covering spaces, surfaces. This course aims at introducing students to fundamental knowledge in topology and some of its applications. We will emphasize more on building geometric intuition and links between topology and other subjects. It can help prepare students for more advanced Mathematics and Physics courses and future research in Mathematics, Physics, Computer Science and Biology.","understand basic constructions in point-set topology; give examples and counter examples for concepts in the ""course contents""; understand basic ideas of fundamental groups and its application to the surface classification problem"
267,MATH3600,Discrete mathematics,"- Counting: combinations, permutations, pigeonhole principle, inclusion-exclusion, recurrence relations, and generating functions.- Graph theory: paths, circuits, trees, connectivity, planarity, etc. - Applications of counting techniques and graph theory. To introduce students to the basic ideas and techniques of discrete mathematics.","demonstrate knowledge and understanding of the basic ideas and techniques of discrete mathematics; solve various real-world problems by using counting techniques and graph theory; develop their ability to read, comprehend, and create mathematical arguments"
268,MATH3601,Numerical analysis,"- Different types of errors, condition number, and convergence order.- Polynomial interpolation and function approximation. - Solution of equations of one variable. - Direct  and iterative methods for solving linear systems. - Numerical differentiation and integration. - Simple initial value problems for Ordinary Differential Equations. This course covers both the theoretical and practical aspects of numerical analysis. Emphasis will be on basic principles and numerical methods of solution, using high speed computers.","construct and implement algorithms to find the zeros of functions, : apply the bisection, Newton, Secant and fixed point iteration methods; and construct and implement Newton's method to solve a system of nonlinear equations; apply direct and iterative methods for solving linear equation systems; construct interpolation polynomials in Lagrange, Newton, Hermite and spline forms; and construct function approximations in the least-square sense; understand the basic numerical integration and differentiation methods; apply Euler methods and Runge-Kutta methods to solve initial value problems; use software package such as Scilab or Matlab or Python to solve numerical problems"
269,MATH3603,Probability theory,"-Basic probability theory: random variable, discrete and continuous probability distributions, expectation, variance, moment generating function, strong law of large numbers, central limit theorem.-Conditional probability theory: conditional probability, Bayes theorem, conditional expectation, conditional variance, compound random variable, Polya's urn model, Bose-Einstein statistics.-Markov chain theory: concepts of states and transition probability, irreducibility, stationary distribution, limiting probabilities, reversibility, hidden Markov chain, applications in marketing and genetic problems, branching process, Markov decision process.-Poisson process and reliability theory: exponential distribution, memoryless property, Poisson process, concepts of reliability, applications to server queue problems. The emphasis of this course will be on probability models and their applications. The primary aim is to elucidate the fundamental principles of probability theory through examples and to develop the ability of the students to apply what they have learned from this course to widely divergent concrete problems.",understand and recognize the fundamental principles of probability theory; explain the typical proofs and computational techniques in probability theory and apply them to concrete problems; demonstrate knowledge and understanding of various types of probability models
270,MATH3901,Operations research I,"- Linear programming - Duality theory- Sensitivity analysis and parametric linear programming- Ellipsoid methods- Interior point methods The objective is to provide a fundamental account of the basic results and techniques of Linear Programming (LP) and its related topics in operations research. The topics include the simplex method, the dual simplex method, parametric programming, decomposition method, cutting plane methods and branch and bound.There is an equal emphasis on all the three aspects of theories, algorithms and applications. The course serves, together with the course MATH3943 Network Models in Operations Research, as essential concept and background for more advanced studies in operations research.",understand the fundamental concept and approach of linear programming appropriate to the further study of operations research; demonstrate knowledge and understanding of the underlying techniques of the simplex method and its extensions such as the dual simplex algorithm and the decomposition method; understand and apply the theory of integer programming
271,MATH3904,Introduction to optimization,"- Unconstrained and constrained optimization. - Necessary conditions and sufficient conditions for optimality, convexity, duality. - Algorithms and numerical examples. This course introduces students to the theory and techniques of optimization, aiming at preparing them for further studies in operations research, mathematical economics and related subject areas.",demonstrate knowledge and understanding of the basic theory and techniques of optimization; solve various optimization problems encountered in practice; understand the connection between the purely analytical character of an optimization problem and the behavior of algorithms for solving it
272,MATH3906,Financial calculus,"- An introduction to financial instruments: stocks, bonds, options, forward and future contracts.- Asset pricing: risk neutral relationship, no arbitrage principle. Brownian motion, stochastic calculus, Ito's Lemma, Black-Scholes model and its pricing partial differential equation.- Variations on the Black-Scholes model, American options, path dependent options. Binomial tree Models. Discrete Martingale. This course gives an elementary treatment for the modeling of financial derivatives, asset pricing and market risks from an applied mathematician's point of view. Stochastic calculus and solution methods will be introduced.","understand the terminology and nature of bonds, interest rates, forwards, futures, stocks, options, and the no-arbitrage-principle; demonstrate knowledge on using binomial tree models to find option prices via the risk-neutral concept; describe basic properties of a Brownian motion and the Black-Scholes stock price model; implement stochastic calculus (such as Ito's Lemma) to derive Black-Scholes pricing partial differential equation on various type of options; and find a solution to this partial differential equation"
273,MATH3911,Game theory and strategy,"- Combinatorial games and Zermelo's Theorem; Prisonner's Dilemma; pure and mixed strategies, minimax theorem; mixed Nash equilibria.- Application to biology: evolutionary stable strategies; games in coalition form; Shapley value.- Application to politics: Shapley-Shubik power index; core and von Neumann-Morgenstern solution; bargaining set. Game theory is the logical analysis of situations of conflict and cooperation. This course will introduce the students to the basic ideas and techniques of mathematical game theory in an interdisciplinary context.",understand the basic terminology and solution concepts in game theory; compute explicitly different solution concepts for some simple cooperative and non-cooperative games; apply game theoretical ideas and methods to solve some problems in economics and biology
274,MATH3943,Network models in operations research,"- Graphs and algorithms. - Trees, matchings and paths. - Network models of transportation and assignment problems. - Ford-Fulkerson network flow theory and computation for maximum flow and minimum cost flow algorithms. - Applications to combinatorial optimization problems such as allocation, location and sequencing. - Project networks, if time permits. The objective is to provide a fundamental account of the basic results and techniques of network models in operations research. There is an equal emphasis on all three aspects of understanding, algorithms and applications. The course serves, together with a course on linear programming, to provide essential concept and background for more advanced studies in operations research.",understand the fundamental concept and approach of graphs and network models appropriate to the further study of operations research; demonstrate knowledge and understanding of the underlying techniques of the various graph and network algorithms and their extensions; understand the theory of network flows and the duality aspects in such methods of flow computations
275,MATH3999,Directed studies in mathematics,The subject matter of the project will be determined by consultation between the student and the supervisor. The student must achieve good standing and get the approval from both the prospective supervisor and the course coordinator to take this course. This course is designed for students who would like to have early experiences on research related independent studies.,study independently a topic that is not available in the regular curriculum; understand how mathematical theories are applied and/or extended in problem-solving; gain experience in project writing and oral presentation
276,MATH4302,Algebra II,- Principal ideal domains and unique factorization domains;- Structure theorem for finitely generated modules of principal ideal domains with applications to finitely generated abelian groups and canonical forms of matrices;- Field extensions; introduction to Galois theory. This course is an extension of MATH3301 and continues with more advanced topics in algebra. The course may be followed by MATH7501 and MATH7502.,understand basic examples of principal ideal domains and why principal ideal domains are unique factorization domains; understand the classification of finitely generated modules of principal ideal domains and certain canonical forms of matrices; understand and compute splitting fields of irreducible polynomials; compute examples of Galois groups
