,Course Description,Subject Domain
303,"This course focuses on data collection and analysis of market and customers' need, through which innovation and commercial opportunities could be identified together with systematic approaches addressing them. The students will learn about practical way of data collection and analysis and about how data-driven business decision will be made wisely. Local and international case studies on disruptive/market driven innovation will also be analyzed and evaluated. This course is to provide opportunity for:1. Students to master techniques to identify customers' needs and market situations.2. Students to learn how to define strategies to satisfy customers' needs and to capture market shares3. Students to learn how to develop systematic approaches for commercializing an innovation from the result of analyzing the current market condition and customers' need.4. Students to evaluate local and international cases on disruptive/market driven innovation.5. Students to synthesize and implement their own approaches to invent for the need and develop a business proposal to commercialize such an innovation.",Faculty
304,"Students taking this course will work as an intern for at least 160 hours in at least 20 working days within the University or outside the University in a company (preferably technology based startup company). The internship may be arranged by the Faculty or obtained by students themselves. 1. Within the university: The student will be supervised by a staff member (Supervisor), working on a project orvarious tasks as instructed by the Supervisor.2. Outside the university: The student will be supervised under a staff member of the external agency (the External Supervisor) and a staff member of the Faculty/School /Department of the student (the Internal Supervisor). This course is to provide opportunity for students:1. To practice what they learned related to entrepreneurship through prior university coursework in real-life work environment.2. To acquire first-hand experience in industries for the preparation of their own business ventures.",Faculty
305,"This course is offered to students as the final course in the minor programme in Science Entrepreneurship. Under the supervision and guidance of an academic staff, students are to use the knowledge they have gained in all years of study to practice entrepreneurship. This can be achieved by conducting technology trend, market analysis and product identification for defining market-product fit solutions. Students are expected to participate, with the result from their hands-on experience in projects, competitions (such as the HKU DreamCatchers initiative, various Hackathon activities and ""Challenge Cup"" National Competition... etc.) and to develop start-up companies thereafter. This course is to provide opportunity for students to:1. Apply entrepreneurship-related knowledge gained through prior university coursework and hand-on experiences gained from prior Internship course to carry out in-depth business potential evaluation and to develop start-up proposals.2. Students to further develop leadership and teamwork experience via collaboration in multi-disciplinary environments.",Faculty
306,"The first half of this course equips students with essential vocabulary, principles, and practices conducive to the promotion of responsible conduct of research in general and in their relevant disciplines. The students will also encounter terminology, texts, and tenets that relate to good conduct in the teaching and research professions.The second half of this course addresses responsible conduct of research in a number of topics germane to different disciplines, and students are required to complete one of the following sub-modules:Working with Human Participants (Humanities)Working with Human Participants (Medicine)Working with Animals (Medicine)Lab SafetyWorking on Big Data The aims of this course are to reinforce the importance that the University places on the preservation of the values and principles of research integrity in all research conducted at the university; and to provide opportunities for students to further examine and discuss responsible conduct of research in their own disciplines, thereby enabling them to apply the principles and practices in their research field.",Faculty
307,"Part I: The nature and methodology of science- Demarcation between science and non-science- Shared features of the sciences- Scientific method- The role of mathematics in the historical development of sciencePart II: Quantitative reasoningTopics selected from the following ones, which are grouped under three categories:a. Mathematics- Foundation of mathematics- Mathematics and advancement of science - an introduction- Mathematical modelling - an introduction- Guesstimation- Difference equations- Linear algebra and matrices- Calculus and differential equations- Fractals and Chaosb. Statistics- Probability rules- Probabilistic methods- Statistical inference- Confidence intervals estimation- Hypothesis testing- Decision making with statistics- Statistical modelling, and use and misuse of statisticsc. Artificial Intelligence, Data Analysis and Programming using Microsoft Excel- Performing operations by using formulas and functions and Data Analysis in Microsoft Excel- Linear Regression including overfitting and underfitting- Fundamental concepts of Supervised Learning The objectives are to give students a holistic view of the science discipline in terms of its nature, concepts and impact on civilization and society; to equip students with basic skills of logical and quantitative reasoning; and to introduce to students mathematical and statistical methods for science studies and research.",Faculty
308,"(1) Universal principles and unifying concepts of science- Motion, force and gravity- Energy and Heat- Entropy and Order(2) Important reactions for the physical and the living world- Atoms and Molecules- Electronic configuration- Chemical bonds- Chemical reactions: acid-base, and redox- Chemical kinetics and thermodynamics(3) The living world- Definition and origin of life- Molecules of life - Genomics and DNA; Genetics and inheritance- Cells and systems- Evolution- Ecology and environment(4) Evolution in the physical world- Solid Earth, Earth's atmosphere and hydrosphere- Earth's motion in space- Planets and the solar system- Stars and the Sun, and the solar system- Cosmology This course aims to provide students an overview of the giant web of knowledge that makes up science.  This course adopts an integrated approach and encompasses physics, astronomy, earth sciences, chemistry, and biology, and focuses on the general principles and unifying concepts of science used in various disciplines to describe the diverse phenomena and objects in the natural world.  The fundamental laws of each discipline, the historical developments and the modern frontiers, and the interconnectedness of different science disciplines will be introduced and highlighted. This course is also designed as a Communication-intensive Course which includes activities to enhance the oral and written literacy of students in effective communication of contemporary developments of science.",Faculty
309,"Professors from different departments will be featured in the honours seminar course, and they will discuss their latest research with students.  The topics will span the areas of Biological Sciences, Chemistry, Earth Sciences, Physics, as well as Mathematics/Statistics & Actuarial science.  In addition, the following topics to prepare students for conducting and communicating research will also be introduced: Introduction to Different Search Engines for Scientific Journals and/or Decoding a Scientific Paper and/or Effective Communication for Scientists (Writing, Oral and Poster Presentations). To introduce the research being done by our Faculty's professors To broaden and enrich students' scientific knowledge in and outside of their chosen majorTo foster intellectual discussions between our research professors and studentsTo observe how research is done and note the thinking processes and paths that lead to scientific discoveriesTo enhance students' awareness of the importance of science to solve some of the problems facing the societyTo collaborate with and learn from peers from different academic backgrounds in a scientific settingTo develop essential written and spoken communication skillsTo serve as a potential mentor-mentee matching platform for faculty members and studentsTo develop an awareness of research ethics",Faculty
310,"Students will undertake a research project in the form of an undergraduate dissertation under the supervision of a staff member. The dissertation will be written in the style of a scientific paper. The research topic is flexible but should be related to the fields of Biochemistry, Biological Sciences, Chemistry, Earth System Science, Ecology & Biodiversity, Environmental Science, Geology, Molecular Biology & Biotechnology or Physics. Students should seek approval from a prospective supervisor prior to selecting this course. After enrolment of the course is approved by the course coordinator, students will work under the guidance of their supervisor to complete the research project. To provide a stimulating experience for students under the Cambridge-track to integrate and apply their knowledge and skills obtained from their undergraduate studies at HKU and Cambridge through planning and carrying out a research project under the supervision of a member of staff.",Faculty
311,"The course will introduce a number of key ideas, concepts and methods relevant to AI.    It has two sections, a technical one and a philosophical one. The technical section will cover the following topics: (1) Solving problems by searching; classical and adversarial search methods.  (2)  Knowledge, reasoning and planning: first-order logic and inference; knowledge representation; classical, hierarchical and multiagent planning; (3) Uncertain knowledge and reasoning: quantifying uncertainty, probabilistic reasoning; making decision under uncertainty. (4) Learning: learning from examples, knowledge in learning, learning probabilistic models.   The section on philosophy will address three topics: (1) Philosophical challenges to AI, concerning questions such as whether AI can achieve genuine understanding, with thoughts, conscious feelings, and emotions. (2) Ethical and political issues related to the use of AI,such as privacy, legitimacy of human enhancement, and how AI might affect socio-economic inequality. (3) The idea of singularity and the implications of AI for the future of humanity, and whether AI poses an existential threat. The goal of this course is to expose students to the fundamental concepts of artificial intelligence (AI), including the history of AI, the classical and modern approaches, the main techniques used in AI, the challenges and major breakthroughs, the philosophical problems and ethical issues, and the application fields. This course is exclusive to BASc(AppliedAI) students.",Statistics & Actuarial Science
312,"Course content includes the following topics- Imaging systems and representation of digital images;- Image transformation and filtering;- Image resolutions, sub-sampling, interpolation, and color models;- Feature detection and description;- Perspective projection and camera models;- Camera calibration;- Stereo vision;- Deep learning for image recognition and beyond. The course introduces the fundamentals of image processing and computer vision, covering both theoretical and computational aspects of the subject. On the theoretical aspect, the course introduces mathematical foundations for image processing and computer vision including representation of digital images, image processing techniques, feature detection and extraction, imaging models, stereo vision, image recognition and beyond. On the computational side, algorithms and their implementation are emphasized during the lectures and exercised during tutorials.",Statistics & Actuarial Science
313,"The following topics will be covered in the course.  - study design techniques including randomized and observational designs- continuous, categorical and person-time data analysis - longitudinal and correlated data analysis - meta-analysis methods- measurement error methods- missing data methods - confounding and selection bias adjustment - large-scale inference This course is designed to introduce students the-of-art study designs and statistical analysis methods in biomedical studies including randomized and observational studies, high-throughput data from genetics/genomics.",Statistics & Actuarial Science
314,"The student undertakes a self-managed study on a topic in AI and its applications under the supervision of a staff member.  The topic is preferably one not sufficiently covered in the regular curriculum.  The directed study can be a critical review or a synthesis of published work on the subject, or a laboratory or field study that would enhance students' understanding of the subject.  The project may not require an element of originality. The student undertakes a self-managed study on an applied topic in artificial intelligence under the supervision of a staff member.  The topic is preferably one not sufficiently covered in the regular curriculum.  The directed study can be a critical review or a synthesis of published work on the subject, or a laboratory or field study that would enhance students' understanding of the subject.  The project may not require an element of originality.",Statistics & Actuarial Science
315,"This course covers a broad range of topics in natural language processing (NLP), including text classification, sentiment analysis, neural network, word embedding, sequence models, language models, neural encoder-decoder models, machine translation, question answering, and contextualized world representation. The underlying techniques from probability, statistics, machine learning and deep learning will also be introduced. Natural language processing (NLP) is a subfield of artificial intelligence, focusing on understanding human language. In essence, NLP is interested in building a tool that can use language like humans. This course will introduce the mathematical, statistical and computational challenges in natural language processing. It covers main applications of NLP techniques and a range of models in structured prediction and deep learning. In this course, students will gain a thorough introduction to cutting-edge machine learning and deep learning techniques for NLP.",Statistics & Actuarial Science
316,"Upon completion of the internship, each student is required to submit a written report and to give a presentation on his/her internship experience. The report should emphasize important working/educational experiences encountered by the student during his/her internship. In many situations, this would mean a report of the project(s) that the student has been involved in during his/her internship. This course is offered to BASc(AppliedAI) students who take on a minimum of 160 hours of project-driven internship work related to his/her major disciplines. It provides students with first-hand experience in the applications of academic knowledge in a real-life work environment.",Statistics & Actuarial Science
317,"These projects, under the supervision of individual staff members, involve the applications of artificial intelligence models, techniques, and advanced computing technologies in a wide range of problems of practical and/or academic interests.  The topic areas may cover, but not limited to, AI in Smart City, AI in HealthTech, AI in FinTech, AI in Neuroscience, AI in Medicine, AI in Internet of Things (IoT), AI in Education, etc. Each year a few projects suitable for BASc(AppliedAI) students will be offered to provide students with practical experience in approaching a real problem, in report writing and in oral presentation. These projects, under the supervision of individual staff members, involve the applications of artificial intelligence in a wide range of problems of practical and/or academic interests.",Statistics & Actuarial Science
318,"- General introduction to data science    * Overview with selected case studies.  General discussion on origins and forms of data, associated questions and types of tools for their analysis.    - Data management and exploration  * Data sources, data collection and its impact on visualization, modeling and generalizability of results; data cleaning/extraction; Quick introduction to high level programming language and Integrated Development Environment (IDE) (Python, R); Exploratory Data Analysis (EDA); Summaries, aggregation, smoothing, distributions of data; Data visualization- Data analytics  * Complements on programming;    * Statistics (1):  model for randomness, random variables, distributions, histograms, correlations.  * Statistics (2):  independent sample, estimation of mean and variance, confidence interval, hypothesis testing with p-value.  * Statistics (3): regression models, forecasting, simple time series, method of classification. The course introduces basic concepts and methodology of data science to junior undergraduate students.  The teaching is designed at a level appropriate for all undergraduate students with various backgrounds and without pre-requisites.Students will engage in a full data work-flow including collaborative data science projects. They will study a full spectrum of data science topics, from initial investigation and data acquisition to the communication of final results.Specifically, the course provides exposure to different data types and sources, and the process of data curation for the purpose of transforming them to a format suitable for analysis. It introduces elementary notions in estimation, prediction and inference.  Case studies involving less-manicured data are discussed to enhance the computational and analytical abilities of the students.",Statistics & Actuarial Science
319,"- Data collection: observational studies versus designed experiments- Data presentation: tables; graphs; frequency distributions; correlations; trends- Probability: randomness; probability models; distributions; measures of central tendency and dispersion- Inference: estimation; tests of significance and hypotheses; confidence intervals; regression; prediction- Further issues: controversies; misuse of statistics; ethics. The course aims at providing a broad overview of statistics for students who aspire to major in Statistics or Risk Management. It focuses on the roles of statistics as a scientific tool with applications to a wide spectrum of disciplines, and as a science of reasoning which has revolutionized modern intellectual endeavours. It lays a panoramic foundation for a formal study of statistics at the university level.",Statistics & Actuarial Science
320,"Sample spaces; Operations of events; Probability and probability laws; Conditional probability; Independence; Discrete random variables; Cumulative distribution function (cdf); Probability mass function (pmf); Bernoulli, binomial, geometric, and Poisson distributions; Continuous random variables; Cumulative distribution function (cdf); Probability density function (pdf); Exponential, gamma, and normal distributions; Functions of a random variable; Joint distributions; Marginal distributions; Conditional distributions; Independent random variables; Functions of jointly distributed random variables; Expected value; Variance and standard deviation; Covariance and correlation. The discipline of statistics is concerned with situations in which uncertainty and variability play an essential role and forms an important descriptive and analytical tool in many practical problems. Against a background of motivating problems this course develops relevant probability models for the description of such uncertainty and variability.",Statistics & Actuarial Science
321,"1. Overview: random sample; sampling distributions of statistics; moment generating function; large-sample theory: laws of large numbers and Central Limit Theorem; likelihood; sufficiency; factorisation criterion; 2. Estimation: estimator; bias; mean squared error; standard error; consistency; Fisher information; Cramer-Rao Lower Bound; efficiency; method of moments; maximum likelihood estimator; 3. Hypothesis testing: types of hypotheses; test statistics; p-value; size; power; likelihood ratio test; Neyman-Pearson Lemma; generalized likelihood ratio test; Pearson chi-squared test; Wald tests; 4. Confidence interval: confidence level; confidence limits; equal-tailed interval; construction based on hypothesis tests. This course builds on STAT2601, introducing further the concepts and methods of statistics. Emphasis is on the two major areas of statistical analysis: estimation and hypothesis testing.  Through the disciplines of statistical modelling, inference and decision making, students will be equipped with both quantitative skills and qualitative perceptions essential for making rigorous statistical analysis of real-life data.",Statistics & Actuarial Science
322,"1. R basics: first steps; language essentials.  2. The R environment: session management; the graphics subsystem; R programming; data entry.3. Probability and distributions: random sampling; probability calculations and combinatorics; discrete distributions; continuous distributions; the built-in distributions in R.4. Descriptive statistics and graphics: summary statistics for a single group; graphical display of distributions; summary statistics by groups; graphics for grouped data; graphical display of tables.5. Simple linear regression: residuals and fitted values; prediction and confidence bands; correlation. This course is designed to provide a first-level introduction to the popular and powerful statistical programming language R. This course focuses on learning the basic programming skills in R with examples and applications in elementary statistical analysis. The programming skills involved can be applied to input and output of data sets, work with different data types, manipulation and transformation of data, random sampling, descriptive data analysis, and production of professional summary reports with high-quality graphs.",Statistics & Actuarial Science
323,"1. General probability- Basic elements of probability in set notation- Mutually exclusive events- Addition and multiplication rules- Independence of events- Combinatorial probability- Conditional probability and expectations- Bayes theorem / Law of total probability- Random variables2. Univariate probability distributions (including binomial, negative binomial, geometric, hypergeometric, Poisson, uniform, exponential, chi-square, beta, Pareto, lognormal, gamma, Weibull and normal) and bivariate normal distribution- Probability functions and probability density functions- Cumulative distribution functions- Mode, median, percentiles and moments- Variance and measures of dispersion- Central limit theorem3. Sampling distributions and introduction of estimation The purpose of this course is to develop knowledge of the fundamental tools in probability and statistics for quantitatively assessing risk. Applications of these tools to actuarial science problems will be emphasized. Students will have a thorough command of probability topics and the supporting calculations.",Statistics & Actuarial Science
324,"Key topics include: measurement of interest, annuities certain; discounted cash flow analysis; yield rates; amortization schedules and sinking funds; bonds and related securities; practical applications such as real estate mortgage and short sales; stochastic approaches to interest; and key terms of financial analysis such as yield curves, spot rates, forward rates, duration, convexity, and immunization. This course introduces the fundamental concepts of financial mathematics which plays an important role in the development of basic actuarial techniques. Practical applications of these concepts are also covered.",Statistics & Actuarial Science
325,"(1) Simple linear regression: least squares method, analysis of variance, coefficient of determination, hypothesis tests and confidence intervals for regression parameters, prediction.(2) Multiple linear regression: least squares method, analysis of variance, coefficient of determination, reduced vs full models, hypothesis tests and confidence intervals for regression parameters, prediction, polynomial regression.(3) One-way classification models: one-way ANOVA, analysis of treatment effects, contrasts.(4) Two-way classification models: interactions, two-way ANOVA for balanced data structures, analysis of treatment effects, contrasts, randomised complete block design.(5) Universal approach to linear modelling: dummy variables, 'multiple linear regression' representation of one-way and two-way (unbalanced) models, ANCOVA models, concomitant variables.(6) Regression diagnostics: leverage, residual plot, normal probability plot, outlier, studentized residual, influential observation, Cook's distance, multicollinearity, model transformation. The analysis of variability is mainly concerned with locating the sources of the variability.  Many statistical techniques investigate these sources through the use of 'linear' models.  This course presents the theory and practice of these models.",Statistics & Actuarial Science
326,"1. Decision problem - frequentist approach: loss function; risk; decision rule; admissibility; minimaxity; unbiasedness; Bayes' rule.2. Decision problem - Bayesian approach: prior and posterior distributions, Bayesian inference.3. Estimation theory: exponential families; likelihood; sufficiency; minimal sufficiency; completeness; UMVU estimators; information inequality; large-sample theory of maximum likelihood estimation.4. Hypothesis testing: uniformly most powerful test; monotone likelihood ratio; UMP unbiased test; conditional test;  large-sample theory of likelihood ratio; confidence set.5. Nonparametric inference: bootstrap methods. This course covers the advanced theory of point estimation, interval estimation and hypothesis testing.  Using a mathematically-oriented approach, the course provides a solid and rigorous treatment of inferential problems, statistical methodologies and the underlying concepts and theory.  It is suitable in particular for students intending to further their studies or to develop a career in statistical research.",Statistics & Actuarial Science
327,"Introduction to probability theory, conditional probability and expectation, Markov chains, random walk models, classification of states in a Markov chain, calculation of limiting probabilities and mean time spent in transient states, Poisson process, distribution of inter-arrival time and waiting time, conditional distribution of the arrival time, Brownian Motion, hitting time and maximum variable, geometric Brownian motion, the Black-Scholes option pricing formula. This is an introductory course in stochastic processes.  It will cover the basic concepts of the theory of stochastic processes and explore different types of stochastic processes including Markov chains, Poisson processes and Brownian motions.",Statistics & Actuarial Science
328,"In this course, students will apply the analytical skills with aid of computer techniques in solving the business logistic problems. Topics include optimization techniques applied in allocation of resources, financial planning, transportation, assignment, inventory control and queuing problems. Modern business corporations are increasingly using logistics as a management tool, for example, in capital budgeting problems, production planning, scheduling, transportations and deciding location for a new factory.  This course addresses the business applications of logistics.",Statistics & Actuarial Science
329,"Concept of market efficiency, mean-variance portfolio theory, capital asset pricing model, arbitrage pricing theory, portfolio performance and management, behavioural finance. Most investments involve some risk.  The decision to invest or not is usually made against a background of uncertainty.  Whilst prediction of the future is difficult, there are statistical modelling techniques which provide a rational framework for investment decisions, particularly those relating to stock markets and the markets for interest rates, commodities and currencies.  Building upon research, both in Hong Kong and abroad, this course presents the prevailing statistical theories for prices and price-change in these vital markets.",Statistics & Actuarial Science
330,"Basics of machine learning,  linear regression, logistic regression, regularization, cross-validation, tree-based methods, dimension reduction, principal component analysis, cluster analysis, neural network basics and deep models. Machine learning is the study of computer algorithms that build models of observed data in order to make predictions or decisions. Statistical machine learning emphasizes the importance of statistical methodology in the algorithmic development. This course provides a comprehensive and practical coverage of essential machine learning concepts and a variety of learning algorithms under supervised and unsupervised settings.",Statistics & Actuarial Science
331,"Marketing decision models, Market response models, Survey research, Statistical methods for segmentation, Statistical methods for positioning, Statistical methods for new product design This course is designed to provide an overview and practical application of trends, technology and methodology used in the marketing survey process including problem formulation, survey design, data collection and analysis, and report writing.  Special emphasis will be put on statistical techniques particularly for analysing marketing data including market segmentation, market response models, consumer preference analysis and conjoint analysis.  Students will analyse a variety of marketing case studies.",Statistics & Actuarial Science
332,"Topics may include: survey design and planning; survey quality and ethics; implementation matters like management of survey staff, respondent relationship and logistical issues; and sampling methods like simple random sampling, systematic sampling, stratified sampling, cluster sampling, multi-stage sampling, sample size determination, post-stratification, ratio and regression estimation methods, non-sampling errors and biases, non-responses and missing data. Case studies of major applications of sample survey methods in the public and private sectors, with some examples on the analysis and application of the statistical data thus produced, will be discussed. This course will cover design and implementation of sample surveys and analysis of statistical data thus obtained. Survey design includes overall survey design, design of sampling schemes and questionnaires, etc. Sampling methods include sample size determination, sampling and non-sampling errors and biases, methods of estimation of parameters from survey data, imputation for missing data etc.",Statistics & Actuarial Science
333,"Review of futures, forwards and options and the no-arbitrage principle; hedging strategies using futures; pricing of forwards and futures; interest rate futures and swaps; trading strategies using options; put-call parity; valuation of European and American options using the binomial-tree model; valuation of European and American options using the Black-Scholes option pricing model; the Greeks: their calculation and interpretation; implied volatility; delta hedging and the role of market-makers; exotic options: Asian options, barrier options, compound options, gap options and exchange options. Nowadays all risk managers must be well versed in the use and valuation of derivatives. The two basic types of derivatives are forwards (having a linear payoff) and options (having a non-linear payoff). All other derivatives can be decomposed to these underlying payoffs or alternatively they are variations on these basic ideas. This course aims at demonstrating the practical use of financial derivatives in risk management.  Emphases are on pricing and hedging strategies, and the no-arbitrage principle.",Statistics & Actuarial Science
334,"Descriptive statistics, presentation and visualization of data; Simple statistical analyses for the one-sample and two-sample case using parametric and nonparametric methods; Regression analyses: model fitting; variable selection and model diagnostic checking; Analysis of Variance (ANOVA): 1-way, two-way and higher-way ANOVA; Covariance analysis; Categorical and count data: binary logistic regression, Poisson regression.Real data sets will be presented for modelling and analysis using statistical software for gaining hands-on experience. Building on prior coursework in statistical methods and modeling, students will get a deeper understanding of the entire process of data analysis.  The course aims to develop skills of model selection and hypotheses formulation so that questions of interest can be properly formulated and answered. An important element deals with model review and improvement, when one's first attempt does not adequately fit the data. Students will learn how to explore the data, to build reliable models, and to communicate the results of data analysis to a variety of audiences.",Statistics & Actuarial Science
335,"Grammar of graphics, visualizing patterns over time, visualizing relationship, visualizing spatial relationships, visualizing texts. This course will focus on how to work with statistical graphics, graphics that display statistical data, to communicate and analyze data. Students will learn a set of tools such as R to create these graphics and critically evaluate them.",Statistics & Actuarial Science
336,"The nature and properties of parametric and nonparametric survival models will be studied.  Topics to be covered include: the introduction of some important basic quantities like the hazard function and survival function; some commonly used parametric survival models; concepts of censoring and/or truncation; parametric estimation of the survival distribution by maximum likelihood estimation method; nonparametric estimation of the survival functions from possibly censored samples by means of the Kaplan-Meier estimator, the Nelson-Aalen estimator; and the kernel density estimator or the Ramlau-Hansen estimator and comparisons of k independent survival functions by means of the generalized log-rank test; parametric regression models; Cox's semiparametric proportional hazards regression model; and multivariate survival analysis. This course is concerned with how models which predict the survival pattern of humans or other entities are established.  This exercise is sometimes referred to as survival-model construction.",Statistics & Actuarial Science
337,"The student undertakes a self-managed study on a topic in statistics under the supervision of a staff member.  The topic is preferably one not sufficiently covered in the regular curriculum.  The directed study can be a critical review or a synthesis of published work on the subject, or a laboratory or field study that would enhance students' understanding of the subject.  The project may not require an element of originality. To enhance students' knowledge of a particular topic and students' self-directed learning and critical thinking skills.",Statistics & Actuarial Science
338,"Key topics include: survival distributions; life table functions; select and ultimate tables; life insurance models; life annuity models; loss-at-issue random variable; benefit premiums. The major objectives of this course are to integrate life contingencies into a full probabilistic framework.  The time-until-death random variable is the basic building block by which models for life insurances, designed to reduce the financial impact of the random event of untimely death, are developed.  This course introduces the concepts of life contingencies and the basic mathematical skills for modelling life insurance products.",Statistics & Actuarial Science
339,"Distribution and density of function of random variables; order statistics, central limit theorem, maximum likelihood estimator (MLE), moment estimator, Bayesian estimator, properties of estimators, limiting properties of MLE; confidence interval estimations for normal mean, the difference of two normal means, normal variance, the ratio of two normal variances, and large-sample confidence intervals; power function, Neyman-Pearson Lemma, likelihood ratio test, and goodness of fit test. This course is on the basis of 'STAT2901 Probability and Statistics: Foundation of Actuarial Science'. It will further study the concepts and methods of statistics. The course will lay emphasis on the estimation and hypothesis testing, the two major areas of statistical inference. Through the study of this course, students will be equipped with both quantitative skills and qualitative perceptions essential for making rigorous statistical analysis of data. This course is an approved course for VEE Mathematical Statistics from the Society of Actuaries.",Statistics & Actuarial Science
340,"Introduction to probability theory, conditional probability and expectation, Markov chains, random walk models, classification of states in a Markov chain, calculation of limiting probabilities and mean time spent in transient states, Poisson process, distribution of inter-arrival time and waiting time, conditional distribution of the arrival time, Brownian Motion, hitting time and maximum variable, geometric Brownian motion, the Black-Scholes option pricing formula, Gaussian bridge, and stationary processes.  Birth-and-death process, branching process and renewal process may also be covered (if time permits). This is an introductory course in stochastic processes.  It will cover the basic concepts of the theory of stochastic processes and explore different types of stochastic processes including Markov chains, Poisson processes and Brownian motions.",Statistics & Actuarial Science
341,"The first part of the course will give an introduction to corporate finance and provide an overview of some topics covered in STAT2902 and STAT3615. These include financial markets and companies, time value of money, and measures and performance assessment of financial performance. The main part of the course will focus on some important topics of corporate finance including: portfolio theory, utility theory, Markowitz mean-variance analysis, capital asset pricing model, weighted average cost of capital, market efficiency and behavioural finance, capital structure and dividend policy, financial leverage and firm value. This course is designed for actuarial science students to receive finance component of VEE Accounting and Finance from the Society of Actuaries. The objective of this course is to introduce students to the fundamental principles of corporate finance. The course will provide students with a systematic framework within which to evaluate investment and financing decisions for corporations.",Statistics & Actuarial Science
342,"Derivatives; short-selling; fcall options; put options; equity-linked CD; trading strategies; hedging; forwards and futures; commodity swaps; interest rate swaps; put-call parity; binomial model; Black-Scholes option pricing model. Nowadays all risk managers must be well versed in the use and valuation of derivatives. The two basic types of derivatives are forwards (having a linear payoff) and options (having a non-linear payoff). All other derivatives can be decomposed to these underlying payoffs or alternatively they are variations on these basic ideas. This course aims at demonstrating the practical use of financial derivatives in risk management.  Emphases are on pricing and hedging strategies, and the no-arbitrage principle.",Statistics & Actuarial Science
343,Severity models; frequency models; collective risk models; coverage modifications; risk measures. Risk theory is one of the main topics in actuarial science.  Risk theory is the applications of statistical models and stochastic processes to insurance problems such as the premium calculation.,Statistics & Actuarial Science
344,"Regression and multiple linear regression; predicting; generalized linear models; time series models including autoregressive, moving average, autoregressive-moving average and integrated models; forecasting. This course deals with applied statistical methods of linear models and investigates various forecasting procedures through using linear models and time series analysis.",Statistics & Actuarial Science
345,"Limited fluctuation approach; Buhlman's approach; Bayesian approach; empirical Bayes parameter estimations; construction and selection of parametric models; properties and estimation of failure time and loss distributions, determination of the acceptability of a fitted model; comparison of fitted models; simulation of both discrete and continuous random variables. Credibility is an example of a statistical estimate.  The idea of credibility is very useful in premium calculation.  Insurance loss varies according to the business nature, what distribution should be used to fit a particular loss is both of theoretical interest and practical importance.  This course covers important actuarial and statistical methods.",Statistics & Actuarial Science
346,This course is a continuation of the materials covered in STAT3901. We shall discuss the following topics: future loss random variable; policy values; expenses and asset shares; multiple state models and their applications; profit testing. This course aims at introducing some topics in non-traditional life insurance. Emphasis will be placed on applications of more advanced theories of life contingencies.,Statistics & Actuarial Science
347,"The Black-Scholes formula; implied volatility; option Greeks; market-making and hedging; exotic options; various types of equity-linked life insurance guarantees, options that are embedded in life insurance and annuity contracts.For obtaining IFoA credit, the assessment is different. The assessment becomes final exam (60%), midterm test (10%) and computer-based assignment (30%). This course is on option pricing, hedging and embedded options in life insurance and annuity products. The course will concentrate on the theory and idea of derivatives pricing and risk management, valuation and risk management of insurance products.",Statistics & Actuarial Science
348,"Brownian motion; introduction to stochastic calculus; arithmetic and geometric Brownian motion; Ito formula; Sharpe ratio and risk premium; Black-Scholes equation; risk-neutral stock-price process and option pricing; option's elasticity and volatility; Vasicek, Cox-Ingersoll-Ross, and Black-Derman-Toy models; delta-hedging for bonds and the Sharpe-ratio equality constraint; Black's model; options on zero-coupon bonds; interest-rate caps and caplets. This course is an advanced course on the option pricing theory. The course covers Black-Scholes equation and stochastic calculus, and interest models.",Statistics & Actuarial Science
349,Topics cover further analysis of the multiple state model; graduation and related tests; unit-linked contracts; cost of guarantees and options; equity-linked life-contingent insurance products and their valuation; simple ruin models for non-life insurance portfolios. This course covers more advanced stochastic models and actuarial techniques used in the field of life and non-life insurance.,Statistics & Actuarial Science
350,"This course provides an overview on selected materials relating to the following topics: Role of the Professional Actuary, External Forces, Risk in Actuarial Problems, Design and Pricing of Actuarial Solutions. Emphasis will be placed on applications to various financial security programmes including individual life insurance, group insurance, social security plans, retirement plans, investment funds and property and casualty insurance. This course teaches students about the business environment and exposes them to practical real-world situations using the actuarial control cycle as a framework.",Statistics & Actuarial Science
351,"The following topics will be covered: Fundamentals of private pension plans; pricing and valuation of pension obligations; actuarial cost methods and their effects on cost patterns; selection of actuarial assumptions; principles of asset and liability management. This course covers the basics of pension plan design and pension fund management, as well as the fundamentals of pension plan valuations using different actuarial cost methods.  The students will be introduced to the application of actuarial valuation techniques to the funding and accounting of pension plans.",Statistics & Actuarial Science
